X,Y
44.91229802115317,7.550469688023502
53.02812459910415,7.526093919541376
50.76884325032678,6.487263876365814
51.69148437177794,4.546947513012273
49.228958818004564,0.7552637563524709
50.42771092886863,8.213444922463001
49.640492961293056,7.8737335840010445
51.34515194145316,5.3120843023401445
51.574592688104275,6.466233323931519
48.63492259382825,6.728365126989459
45.37697684950197,8.52816068874971
49.48943750842656,2.37380833792341
45.70961062846799,6.272098235423855
47.810955475718096,8.803989138024688
48.1530097523417,6.9351946056924785
50.76973699770128,7.385223785033904
52.13230607274523,5.957722482946346
47.96963009478315,8.021367306834485
46.92616721074278,6.999169870233324
49.85005591782436,4.686071663748548
52.64376566057475,4.446407995115682
50.13323018318602,2.0690888929051363
48.601810610327746,7.380159125605658
49.3543755309822,6.508921336455668
49.320358267638156,6.0384935658734715
45.37671707622064,1.3848376041091182
51.24811435660081,6.160741812518793
51.10156985745167,7.846364624981328
50.31759708288706,3.1519119300383025
49.29641906075123,2.057848485317849
49.08574067044601,4.156078589885561
48.067648524202845,2.923111441747088
52.39852162897941,3.595098809512721
51.08089418206192,1.983533339905054
45.174723982472024,9.84798453958085
52.4221205698132,4.227421692319186
52.08866324146324,6.610180151824741
47.79149807142836,7.374342510763742
49.35600476494889,7.231647606020865
53.06283137066989,7.0308905427573025
48.16411541626005,3.938565329638213
47.69170320119812,4.240253878690031
47.44367437491676,7.422781261564437
48.39188471557057,7.417336446993481
53.66747423077019,3.1034559347383377
55.03837167245872,4.192392220076599
51.770263624886105,3.8176654907667915
49.498339990447505,8.127949343041152
47.700061465989634,7.529625436466988
46.53836742232637,3.076687203952282
46.49877325172498,2.068059739262424
51.06030370911007,7.156381528453002
51.39845307450352,1.9474938409894886
52.22841342587861,2.016326973467728
49.75806788276432,1.9638785502545908
54.84997179921034,5.880955467407119
50.210379275864135,3.147985353993448
50.22562544886964,-2.0631305977838785
51.245705391783865,7.635518471301747
53.03482591655492,5.064622617276939
53.726872655556605,7.729628119529716
45.732192219377204,6.579630130770354
47.71001962012558,5.475606737015395
50.75517907993703,1.2210269949188104
45.520264361041406,9.895813694944911
49.27597143426499,9.337955857886822
51.60182826032816,8.285899683273316
51.495814497608166,0.24430674229753868
45.424373097111776,5.320174321764222
44.79596052633197,8.258285936100375
44.94950947007804,7.1031123966364005
47.46266696504805,2.5155208952454906
46.37429405391208,6.03620077760624
51.56041487531679,3.9993267224425066
48.95002019774104,3.5400022213817186
51.267166546252604,5.044045302202008
44.903841620460774,2.253722336356868
46.77131263107431,3.108928478443688
48.80658389041052,2.970873860092344
52.14314857742623,5.51951463261385
51.827073016396376,0.3536828899715647
46.56674799271985,5.664442673485606
52.18695094131041,3.4228035053475137
53.338956668520794,4.43265799157655
49.76434945545256,-0.10589709680156911
47.738904612551956,1.6522471414370083
48.04081216044478,6.030682814320202
47.932317050658796,9.23942122200026
52.41955478937729,4.595209742777984
47.260772691988414,7.455857326322199
51.130862068837175,10.317642251061107
53.018062349309645,5.12538018492301
47.749021113012965,8.138456111972532
46.78103443923826,3.4082478749994474
51.681290406794304,2.07960016692331
50.69891903145954,6.652440394988948
49.564242407565914,7.111729408415278
48.79219286032502,6.607276560486215
52.718719871670935,4.993284339073917
50.416356104059474,4.151326830065033
46.886030270241264,7.1019525250944975
49.70794798577308,3.382476636675654
